"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1291,,
"DEU","Germany","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1300,,
"DEU","Germany","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1301,,
"DEU","Germany","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1298,,
"DEU","Germany","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1452,,
"DEU","Germany","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1442,,
"DEU","Germany","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1431,,
"DEU","Germany","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1425,,
"DEU","Germany","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1422,,
"DEU","Germany","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1411,,
"DEU","Germany","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1425,,
"DEU","Germany","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1424,,
"DEU","Germany","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1418,,
"DEU","Germany","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1373,,
"DEU","Germany","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1390,,
"DEU","Germany","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1393,,
"DEU","Germany","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1375,,
"DEU","Germany","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1362,,
"DEU","Germany","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1368,,
"DEU","Germany","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1368,,
"DEU","Germany","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1363,,
"GRC","Greece","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1818,,
"GRC","Greece","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1826,,
"GRC","Greece","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1818,,
"GRC","Greece","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1812,,
"GRC","Greece","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1802,,
"GRC","Greece","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1811,,
"GRC","Greece","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1795,,
"GRC","Greece","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1780,,
"GRC","Greece","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1802,,
"GRC","Greece","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1775,,
"GRC","Greece","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1751,,
"GRC","Greece","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1749,,
"GRC","Greece","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1727,,
"GRC","Greece","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1727,,
"GRC","Greece","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1733,,
"GRC","Greece","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1733,,
"GRC","Greece","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2108,,
"GRC","Greece","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2101,,
"GRC","Greece","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2093,,
"GRC","Greece","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2091,,
"GRC","Greece","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2083,,
"GRC","Greece","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2136,,
"GRC","Greece","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2125,,
"GRC","Greece","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2111,,
"GRC","Greece","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2106,,
"GRC","Greece","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2081,,
"GRC","Greece","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2020,,
"GRC","Greece","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2038,,
"GRC","Greece","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2055,,
"GRC","Greece","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2059,,
"GRC","Greece","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2022,,
"GRC","Greece","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2033,,
"GRC","Greece","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2035,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1795,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1777,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1807,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1799,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1778,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1786,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1818,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1816,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1797,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1809,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1816,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1819,,
"HUN","Hungary","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1845,,
"HUN","Hungary","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1809,,
"HUN","Hungary","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1820,,
"HUN","Hungary","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1795,,
"HUN","Hungary","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1802,,
"HUN","Hungary","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1800,,
"HUN","Hungary","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1795,,
"HUN","Hungary","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1798,,
"HUN","Hungary","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1781,,
"HUN","Hungary","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1777,,
"HUN","Hungary","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1770,,
"HUN","Hungary","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1750,,
"HUN","Hungary","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1745,,
"HUN","Hungary","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1752,,
"HUN","Hungary","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1746,,
"HUN","Hungary","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1761,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2017,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1971,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1928,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1921,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1933,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1924,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1902,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1888,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1896,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1816,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1803,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1842,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1825,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1809,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1827,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1852,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1849,,
"ISL","Iceland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2040,,
"ISL","Iceland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2053,,
"ISL","Iceland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2012,,
"ISL","Iceland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1972,,
"ISL","Iceland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1980,,
"ISL","Iceland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1970,,
"ISL","Iceland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1958,,
"ISL","Iceland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1932,,
"ISL","Iceland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1934,,
"ISL","Iceland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1849,,
"ISL","Iceland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1834,,
"ISL","Iceland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1878,,
"ISL","Iceland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1853,,
"ISL","Iceland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1846,,
"ISL","Iceland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1864,,
"ISL","Iceland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1880,,
"ISL","Iceland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1883,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1574,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1580,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1565,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1555,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1548,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1541,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1542,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1530,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1504,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1445,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1447,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1450,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1439,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1460,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1485,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1475,,
"IRL","Ireland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1933,,
"IRL","Ireland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1924,,
"IRL","Ireland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1904,,
"IRL","Ireland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1887,,
"IRL","Ireland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1875,,
"IRL","Ireland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1883,,
"IRL","Ireland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1879,,
"IRL","Ireland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1865,,
"IRL","Ireland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1844,,
"IRL","Ireland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1812,,
"IRL","Ireland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1801,,
"IRL","Ireland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1801,,
"IRL","Ireland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1806,,
"IRL","Ireland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1815,,
"IRL","Ireland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1821,,
"IRL","Ireland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1820,,
"IRL","Ireland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1879,,
"ITA","Italy","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1851,,
"ITA","Italy","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1838,,
"ITA","Italy","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1827,,
"ITA","Italy","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1816,,
"ITA","Italy","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1815,,
"ITA","Italy","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1812,,
"ITA","Italy","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1813,,
"ITA","Italy","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1818,,
"ITA","Italy","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1807,,
"ITA","Italy","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1776,,
"ITA","Italy","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1777,,
"ITA","Italy","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1773,,
"ITA","Italy","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1734,,
"ITA","Italy","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1720,,
"ITA","Italy","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1717,,
"ITA","Italy","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1723,,
"ITA","Italy","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1730,,
"JPN","Japan","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1853,,
"JPN","Japan","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1836,,
"JPN","Japan","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1825,,
"JPN","Japan","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1828,,
"JPN","Japan","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1816,,
"JPN","Japan","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1802,,
"JPN","Japan","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1811,,
"JPN","Japan","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1808,,
"JPN","Japan","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1792,,
"JPN","Japan","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1754,,
"JPN","Japan","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1747,,
"JPN","Japan","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1765,,
"JPN","Japan","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1746,,
"JPN","Japan","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1741,,
"JPN","Japan","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1724,,
"JPN","Japan","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1821,,
"JPN","Japan","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1809,,
"JPN","Japan","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1798,,
"JPN","Japan","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1799,,
"JPN","Japan","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1787,,
"JPN","Japan","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1775,,
"JPN","Japan","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1784,,
"JPN","Japan","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1785,,
"JPN","Japan","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1771,,
"JPN","Japan","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1714,,
"JPN","Japan","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1728,,
"JPN","Japan","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1745,,
"JPN","Japan","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1729,,
"JPN","Japan","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1719,,
"JPN","Japan","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1713,,
"KOR","Korea","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2120,,
"KOR","Korea","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2113,,
"KOR","Korea","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2120,,
"KOR","Korea","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2116,,
"KOR","Korea","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2092,,
"KOR","Korea","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2071,,
"KOR","Korea","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2057,,
"KOR","Korea","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2071,,
"KOR","Korea","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2052,,
"KOR","Korea","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2219,,
"KOR","Korea","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2174,,
"KOR","Korea","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2163,,
"KOR","Korea","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2133,,
"KOR","Korea","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2109,,
"KOR","Korea","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2100,,
"KOR","Korea","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2075,,
"KOR","Korea","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2082,,
"KOR","Korea","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2069,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1605,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1589,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1584,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1580,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1560,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1559,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1519,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1523,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1522,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1514,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1504,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1509,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1507,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1602,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1586,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1579,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1578,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1550,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1552,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1566,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1567,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1516,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1517,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1515,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1508,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1501,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1508,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1515,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1512,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2360,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2341,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2330,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2331,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2340,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2353,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2351,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2337,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2344,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2332,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2337,,
